id,child_id,attendance_date,check_in_at,check_out_at,planned_pickup_time,pickup_person,note,created_at,updated_at
441,25,2026-04-17,2026-04-17T08:20:00,2026-04-17T18:15:00,18:15,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
442,26,2026-04-17,2026-04-17T08:25:00,2026-04-17T18:24:00,18:24,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
443,27,2026-04-17,2026-04-17T08:30:00,2026-04-17T18:33:00,18:33,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
444,28,2026-04-17,2026-04-17T08:35:00,2026-04-17T18:42:00,18:42,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
445,29,2026-04-17,2026-04-17T08:40:00,2026-04-17T16:16:00,16:16,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
446,30,2026-04-17,2026-04-17T08:45:00,2026-04-17T16:25:00,16:25,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
447,31,2026-04-17,,,,,欠席連絡あり,2026-04-17T07:00:00,2026-04-17T18:30:00
448,32,2026-04-17,2026-04-17T08:55:00,2026-04-17T16:43:00,16:43,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
449,33,2026-04-17,2026-04-17T09:00:00,2026-04-17T16:52:00,16:52,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
450,34,2026-04-17,2026-04-17T09:05:00,2026-04-17T17:01:00,17:01,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
451,35,2026-04-17,2026-04-17T07:25:00,2026-04-17T17:10:00,17:10,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
452,36,2026-04-17,2026-04-17T07:30:00,2026-04-17T17:19:00,17:19,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
453,43,2026-04-17,2026-04-17T08:05:00,2026-04-17T18:22:00,18:22,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
454,44,2026-04-17,2026-04-17T08:10:00,2026-04-17T18:31:00,18:31,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
455,45,2026-04-17,2026-04-17T08:15:00,2026-04-17T18:40:00,18:40,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
456,46,2026-04-17,2026-04-17T08:20:00,2026-04-17T16:14:00,16:14,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
457,47,2026-04-17,2026-04-17T08:25:00,2026-04-17T16:23:00,16:23,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
458,48,2026-04-17,2026-04-17T08:30:00,2026-04-17T16:32:00,16:32,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
459,49,2026-04-17,2026-04-17T08:35:00,2026-04-17T16:41:00,16:41,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
460,50,2026-04-17,2026-04-17T08:40:00,2026-04-17T16:50:00,16:50,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
461,51,2026-04-17,2026-04-17T08:45:00,2026-04-17T16:59:00,16:59,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
462,52,2026-04-17,2026-04-17T08:50:00,2026-04-17T17:08:00,17:08,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
463,53,2026-04-17,2026-04-17T08:55:00,2026-04-17T17:17:00,17:17,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
464,54,2026-04-17,2026-04-17T09:00:00,2026-04-17T17:26:00,17:26,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
465,55,2026-04-17,2026-04-17T09:05:00,2026-04-17T17:35:00,17:35,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
466,56,2026-04-17,2026-04-17T07:25:00,2026-04-17T17:44:00,17:44,父,少し早めのお迎え予定。,2026-04-17T07:00:00,2026-04-17T18:30:00
467,57,2026-04-17,2026-04-17T07:30:00,2026-04-17T17:53:00,17:53,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
468,58,2026-04-17,,,,,欠席連絡あり,2026-04-17T07:00:00,2026-04-17T18:30:00
469,65,2026-04-17,2026-04-17T08:10:00,2026-04-17T16:30:00,16:30,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
470,66,2026-04-17,2026-04-17T08:15:00,2026-04-17T16:39:00,16:39,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
471,67,2026-04-17,2026-04-17T08:20:00,2026-04-17T16:48:00,16:48,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
472,68,2026-04-17,2026-04-17T08:25:00,2026-04-17T16:57:00,16:57,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
473,69,2026-04-17,2026-04-17T08:30:00,2026-04-17T17:06:00,17:06,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
474,70,2026-04-17,2026-04-17T08:35:00,2026-04-17T17:15:00,17:15,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
475,71,2026-04-17,2026-04-17T08:40:00,2026-04-17T17:24:00,17:24,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
476,72,2026-04-17,2026-04-17T08:45:00,2026-04-17T17:33:00,17:33,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
477,73,2026-04-17,2026-04-17T08:50:00,2026-04-17T17:42:00,17:42,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
478,74,2026-04-17,2026-04-17T08:55:00,2026-04-17T17:51:00,17:51,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
479,75,2026-04-17,2026-04-17T09:00:00,2026-04-17T18:00:00,18:00,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
480,76,2026-04-17,2026-04-17T09:05:00,2026-04-17T18:09:00,18:09,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
481,77,2026-04-17,,,,,欠席連絡あり,2026-04-17T07:00:00,2026-04-17T18:30:00
482,78,2026-04-17,2026-04-17T07:30:00,2026-04-17T18:27:00,18:27,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
483,79,2026-04-17,2026-04-17T07:35:00,2026-04-17T18:36:00,18:36,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
484,80,2026-04-17,2026-04-17T07:40:00,2026-04-17T16:10:00,16:10,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
485,85,2026-04-17,,,,,欠席連絡あり,2026-04-17T07:00:00,2026-04-17T18:30:00
486,86,2026-04-17,2026-04-17T08:10:00,2026-04-17T17:04:00,17:04,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
487,87,2026-04-17,,,,,連絡未確認の欠席扱い,2026-04-17T07:00:00,2026-04-17T18:30:00
488,88,2026-04-17,2026-04-17T08:20:00,2026-04-17T17:22:00,17:22,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
489,89,2026-04-17,2026-04-17T08:25:00,2026-04-17T17:31:00,17:31,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
490,90,2026-04-17,2026-04-17T08:30:00,2026-04-17T17:40:00,17:40,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
491,91,2026-04-17,2026-04-17T08:35:00,2026-04-17T17:49:00,17:49,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
492,92,2026-04-17,2026-04-17T08:40:00,2026-04-17T17:58:00,17:58,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
493,93,2026-04-17,2026-04-17T08:45:00,2026-04-17T18:07:00,18:07,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
494,94,2026-04-17,2026-04-17T08:50:00,2026-04-17T18:16:00,18:16,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
495,95,2026-04-17,2026-04-17T08:55:00,2026-04-17T18:25:00,18:25,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
496,96,2026-04-17,2026-04-17T09:00:00,2026-04-17T18:34:00,18:34,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
497,97,2026-04-17,2026-04-17T09:05:00,2026-04-17T18:43:00,18:43,祖母,,2026-04-17T07:00:00,2026-04-17T18:30:00
498,98,2026-04-17,2026-04-17T07:25:00,2026-04-17T16:17:00,16:17,保護者,,2026-04-17T07:00:00,2026-04-17T18:30:00
499,99,2026-04-17,2026-04-17T07:30:00,2026-04-17T16:26:00,16:26,母,,2026-04-17T07:00:00,2026-04-17T18:30:00
500,100,2026-04-17,2026-04-17T07:35:00,2026-04-17T16:35:00,16:35,父,,2026-04-17T07:00:00,2026-04-17T18:30:00
501,81,2026-04-20,2026-04-20T07:52:00,2026-04-20T16:30:00,16:30,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
502,37,2026-04-20,2026-04-20T07:42:00,2026-04-20T17:39:00,17:39,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
503,82,2026-04-20,,,,,欠席連絡あり,2026-04-20T07:00:00,2026-04-20T18:30:00
504,19,2026-04-20,2026-04-20T07:57:00,2026-04-20T17:32:00,17:32,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
505,59,2026-04-20,2026-04-20T07:47:00,2026-04-20T18:22:00,18:22,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
506,20,2026-04-20,,,,,連絡未確認の欠席扱い,2026-04-20T07:00:00,2026-04-20T18:30:00
507,60,2026-04-20,2026-04-20T07:52:00,2026-04-20T18:31:00,18:31,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
508,7,2026-04-20,2026-04-20T08:42:00,2026-04-20T18:19:00,18:19,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
509,38,2026-04-20,2026-04-20T07:47:00,2026-04-20T17:48:00,17:48,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
510,8,2026-04-20,2026-04-20T08:47:00,2026-04-20T18:28:00,18:28,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
511,39,2026-04-20,2026-04-20T07:52:00,2026-04-20T17:57:00,17:57,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
512,1,2026-04-20,,,,,欠席連絡あり,2026-04-20T07:00:00,2026-04-20T18:30:00
513,21,2026-04-20,2026-04-20T08:07:00,2026-04-20T17:50:00,17:50,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
514,2,2026-04-20,2026-04-20T08:17:00,2026-04-20T17:34:00,17:34,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
515,61,2026-04-20,2026-04-20T07:57:00,2026-04-20T18:40:00,18:40,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
516,3,2026-04-20,2026-04-20T08:22:00,2026-04-20T17:43:00,17:43,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
517,83,2026-04-20,2026-04-20T08:02:00,2026-04-20T16:48:00,16:48,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
518,40,2026-04-20,2026-04-20T07:57:00,2026-04-20T18:06:00,18:06,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
519,84,2026-04-20,2026-04-20T08:07:00,2026-04-20T16:57:00,16:57,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
520,22,2026-04-20,2026-04-20T08:12:00,2026-04-20T17:59:00,17:59,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
521,62,2026-04-20,2026-04-20T08:02:00,2026-04-20T16:14:00,16:14,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
522,23,2026-04-20,2026-04-20T08:17:00,2026-04-20T18:08:00,18:08,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
523,63,2026-04-20,2026-04-20T08:07:00,2026-04-20T16:23:00,16:23,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
524,9,2026-04-20,2026-04-20T08:52:00,2026-04-20T18:37:00,18:37,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
525,41,2026-04-20,2026-04-20T08:02:00,2026-04-20T18:15:00,18:15,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
526,10,2026-04-20,2026-04-20T08:57:00,2026-04-20T16:11:00,16:11,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
527,42,2026-04-20,2026-04-20T08:07:00,2026-04-20T18:24:00,18:24,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
528,4,2026-04-20,2026-04-20T08:27:00,2026-04-20T17:52:00,17:52,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
529,24,2026-04-20,2026-04-20T08:22:00,2026-04-20T18:17:00,18:17,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
530,5,2026-04-20,2026-04-20T08:32:00,2026-04-20T18:01:00,18:01,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
531,64,2026-04-20,2026-04-20T08:12:00,2026-04-20T16:32:00,16:32,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
532,6,2026-04-20,2026-04-20T08:37:00,2026-04-20T18:10:00,18:10,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
533,11,2026-04-20,2026-04-20T09:02:00,2026-04-20T16:20:00,16:20,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
534,12,2026-04-20,2026-04-20T09:07:00,2026-04-20T16:29:00,16:29,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
535,13,2026-04-20,2026-04-20T07:27:00,2026-04-20T16:38:00,16:38,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
536,14,2026-04-20,2026-04-20T07:32:00,2026-04-20T16:47:00,16:47,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
537,15,2026-04-20,2026-04-20T07:37:00,2026-04-20T16:56:00,16:56,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
538,16,2026-04-20,2026-04-20T07:42:00,2026-04-20T17:05:00,17:05,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
539,17,2026-04-20,2026-04-20T07:47:00,2026-04-20T17:14:00,17:14,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
540,18,2026-04-20,2026-04-20T07:52:00,2026-04-20T17:23:00,17:23,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
541,25,2026-04-20,2026-04-20T08:27:00,2026-04-20T18:26:00,18:26,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
542,26,2026-04-20,2026-04-20T08:32:00,2026-04-20T18:35:00,18:35,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
543,27,2026-04-20,2026-04-20T08:37:00,2026-04-20T18:44:00,18:44,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
544,28,2026-04-20,,,,,欠席連絡あり,2026-04-20T07:00:00,2026-04-20T18:30:00
545,29,2026-04-20,2026-04-20T08:47:00,2026-04-20T16:27:00,16:27,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
546,30,2026-04-20,2026-04-20T08:52:00,2026-04-20T16:36:00,16:36,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
547,31,2026-04-20,2026-04-20T08:57:00,2026-04-20T16:45:00,16:45,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
548,32,2026-04-20,2026-04-20T09:02:00,2026-04-20T16:54:00,16:54,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
549,33,2026-04-20,2026-04-20T09:07:00,2026-04-20T17:03:00,17:03,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
550,34,2026-04-20,2026-04-20T07:27:00,2026-04-20T17:12:00,17:12,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
551,35,2026-04-20,2026-04-20T07:32:00,2026-04-20T17:21:00,17:21,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
552,36,2026-04-20,2026-04-20T07:37:00,2026-04-20T17:30:00,17:30,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
553,43,2026-04-20,2026-04-20T08:12:00,2026-04-20T18:33:00,18:33,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
554,44,2026-04-20,2026-04-20T08:17:00,2026-04-20T18:42:00,18:42,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
555,45,2026-04-20,2026-04-20T08:22:00,2026-04-20T16:16:00,16:16,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
556,46,2026-04-20,2026-04-20T08:27:00,2026-04-20T16:25:00,16:25,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
557,47,2026-04-20,2026-04-20T08:32:00,2026-04-20T16:34:00,16:34,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
558,48,2026-04-20,2026-04-20T08:37:00,2026-04-20T16:43:00,16:43,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
559,49,2026-04-20,2026-04-20T08:42:00,2026-04-20T16:52:00,16:52,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
560,50,2026-04-20,2026-04-20T08:47:00,2026-04-20T17:01:00,17:01,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
561,51,2026-04-20,2026-04-20T08:52:00,2026-04-20T17:10:00,17:10,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
562,52,2026-04-20,2026-04-20T08:57:00,2026-04-20T17:19:00,17:19,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
563,53,2026-04-20,2026-04-20T09:02:00,2026-04-20T17:28:00,17:28,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
564,54,2026-04-20,2026-04-20T09:07:00,2026-04-20T17:37:00,17:37,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
565,55,2026-04-20,,,,,欠席連絡あり,2026-04-20T07:00:00,2026-04-20T18:30:00
566,56,2026-04-20,2026-04-20T07:32:00,2026-04-20T17:55:00,17:55,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
567,57,2026-04-20,2026-04-20T07:37:00,2026-04-20T18:04:00,18:04,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
568,58,2026-04-20,2026-04-20T07:42:00,2026-04-20T18:13:00,18:13,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
569,65,2026-04-20,2026-04-20T08:17:00,2026-04-20T16:41:00,16:41,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
570,66,2026-04-20,2026-04-20T08:22:00,2026-04-20T16:50:00,16:50,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
571,67,2026-04-20,2026-04-20T08:27:00,2026-04-20T16:59:00,16:59,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
572,68,2026-04-20,2026-04-20T08:32:00,2026-04-20T17:08:00,17:08,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
573,69,2026-04-20,2026-04-20T08:37:00,2026-04-20T17:17:00,17:17,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
574,70,2026-04-20,2026-04-20T08:42:00,2026-04-20T17:26:00,17:26,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
575,71,2026-04-20,2026-04-20T08:47:00,2026-04-20T17:35:00,17:35,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
576,72,2026-04-20,2026-04-20T08:52:00,2026-04-20T17:44:00,17:44,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
577,73,2026-04-20,2026-04-20T08:57:00,2026-04-20T17:53:00,17:53,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
578,74,2026-04-20,,,,,欠席連絡あり,2026-04-20T07:00:00,2026-04-20T18:30:00
579,75,2026-04-20,2026-04-20T09:07:00,2026-04-20T18:11:00,18:11,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
580,76,2026-04-20,2026-04-20T07:27:00,2026-04-20T18:20:00,18:20,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
581,77,2026-04-20,2026-04-20T07:32:00,2026-04-20T18:29:00,18:29,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
582,78,2026-04-20,2026-04-20T07:37:00,2026-04-20T18:38:00,18:38,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
583,79,2026-04-20,2026-04-20T07:42:00,2026-04-20T16:12:00,16:12,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
584,80,2026-04-20,2026-04-20T07:47:00,2026-04-20T16:21:00,16:21,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
585,85,2026-04-20,2026-04-20T08:12:00,2026-04-20T17:06:00,17:06,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
586,86,2026-04-20,2026-04-20T08:17:00,2026-04-20T17:15:00,17:15,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
587,87,2026-04-20,2026-04-20T08:22:00,2026-04-20T17:24:00,17:24,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
588,88,2026-04-20,2026-04-20T08:27:00,2026-04-20T17:33:00,17:33,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
589,89,2026-04-20,2026-04-20T08:32:00,2026-04-20T17:42:00,17:42,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
590,90,2026-04-20,2026-04-20T08:37:00,2026-04-20T17:51:00,17:51,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
591,91,2026-04-20,2026-04-20T08:42:00,2026-04-20T18:00:00,18:00,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
592,92,2026-04-20,2026-04-20T08:47:00,2026-04-20T18:09:00,18:09,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
593,93,2026-04-20,2026-04-20T08:52:00,2026-04-20T18:18:00,18:18,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
594,94,2026-04-20,2026-04-20T08:57:00,2026-04-20T18:27:00,18:27,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
595,95,2026-04-20,2026-04-20T09:02:00,2026-04-20T18:36:00,18:36,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
596,96,2026-04-20,2026-04-20T09:07:00,2026-04-20T16:10:00,16:10,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
597,97,2026-04-20,2026-04-20T07:27:00,2026-04-20T16:19:00,16:19,保護者,,2026-04-20T07:00:00,2026-04-20T18:30:00
598,98,2026-04-20,2026-04-20T07:32:00,2026-04-20T16:28:00,16:28,母,,2026-04-20T07:00:00,2026-04-20T18:30:00
599,99,2026-04-20,2026-04-20T07:37:00,2026-04-20T16:37:00,16:37,父,,2026-04-20T07:00:00,2026-04-20T18:30:00
600,100,2026-04-20,2026-04-20T07:42:00,2026-04-20T16:46:00,16:46,祖母,,2026-04-20T07:00:00,2026-04-20T18:30:00
601,81,2026-04-21,2026-04-21T07:59:00,2026-04-21T16:41:00,16:41,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
602,37,2026-04-21,2026-04-21T07:49:00,2026-04-21T17:50:00,17:50,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
603,82,2026-04-21,2026-04-21T08:04:00,2026-04-21T16:50:00,16:50,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
604,19,2026-04-21,2026-04-21T08:04:00,2026-04-21T17:43:00,17:43,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
605,59,2026-04-21,2026-04-21T07:54:00,2026-04-21T18:33:00,18:33,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
606,20,2026-04-21,2026-04-21T08:09:00,2026-04-21T17:52:00,17:52,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
607,60,2026-04-21,2026-04-21T07:59:00,2026-04-21T18:42:00,18:42,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
608,7,2026-04-21,2026-04-21T08:49:00,2026-04-21T18:30:00,18:30,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
609,38,2026-04-21,2026-04-21T07:54:00,2026-04-21T17:59:00,17:59,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
610,8,2026-04-21,2026-04-21T08:54:00,2026-04-21T18:39:00,18:39,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
611,39,2026-04-21,2026-04-21T07:59:00,2026-04-21T18:08:00,18:08,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
612,1,2026-04-21,2026-04-21T08:19:00,2026-04-21T17:36:00,17:36,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
613,21,2026-04-21,2026-04-21T08:14:00,2026-04-21T18:01:00,18:01,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
614,2,2026-04-21,2026-04-21T08:24:00,2026-04-21T17:45:00,17:45,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
615,61,2026-04-21,2026-04-21T08:04:00,2026-04-21T16:16:00,16:16,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
616,3,2026-04-21,2026-04-21T08:29:00,2026-04-21T17:54:00,17:54,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
617,83,2026-04-21,2026-04-21T08:09:00,2026-04-21T16:59:00,16:59,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
618,40,2026-04-21,2026-04-21T08:04:00,2026-04-21T18:17:00,18:17,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
619,84,2026-04-21,2026-04-21T08:14:00,2026-04-21T17:08:00,17:08,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
620,22,2026-04-21,2026-04-21T08:19:00,2026-04-21T18:10:00,18:10,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
621,62,2026-04-21,2026-04-21T08:09:00,2026-04-21T16:25:00,16:25,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
622,23,2026-04-21,2026-04-21T08:24:00,2026-04-21T18:19:00,18:19,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
623,63,2026-04-21,2026-04-21T08:14:00,2026-04-21T16:34:00,16:34,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
624,9,2026-04-21,2026-04-21T08:59:00,2026-04-21T16:13:00,16:13,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
625,41,2026-04-21,2026-04-21T08:09:00,2026-04-21T18:26:00,18:26,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
626,10,2026-04-21,2026-04-21T09:04:00,2026-04-21T16:22:00,16:22,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
627,42,2026-04-21,2026-04-21T08:14:00,2026-04-21T18:35:00,18:35,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
628,4,2026-04-21,2026-04-21T08:34:00,2026-04-21T18:03:00,18:03,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
629,24,2026-04-21,2026-04-21T08:29:00,2026-04-21T18:28:00,18:28,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
630,5,2026-04-21,2026-04-21T08:39:00,2026-04-21T18:12:00,18:12,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
631,64,2026-04-21,2026-04-21T08:19:00,2026-04-21T16:43:00,16:43,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
632,6,2026-04-21,2026-04-21T08:44:00,2026-04-21T18:21:00,18:21,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
633,11,2026-04-21,2026-04-21T09:09:00,2026-04-21T16:31:00,16:31,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
634,12,2026-04-21,2026-04-21T07:29:00,2026-04-21T16:40:00,16:40,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
635,13,2026-04-21,2026-04-21T07:34:00,2026-04-21T16:49:00,16:49,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
636,14,2026-04-21,2026-04-21T07:39:00,2026-04-21T16:58:00,16:58,父,,2026-04-21T07:00:00,2026-04-21T18:30:00
637,15,2026-04-21,2026-04-21T07:44:00,2026-04-21T17:07:00,17:07,祖母,,2026-04-21T07:00:00,2026-04-21T18:30:00
638,16,2026-04-21,2026-04-21T07:49:00,2026-04-21T17:16:00,17:16,保護者,,2026-04-21T07:00:00,2026-04-21T18:30:00
639,17,2026-04-21,2026-04-21T07:54:00,2026-04-21T17:25:00,17:25,母,,2026-04-21T07:00:00,2026-04-21T18:30:00
